3;0,01587
2;0,0099684
3;0,0103977
3;0,0108705
4;0,0152325
3;0,0122487
3;0,0133599
3;0,013095
4;0,0150393
4;0,0127608
2;0,0161742
2;0,0125115
3;0,0121668
3;0,0133935
4;0,0168522
3;0,0136518
3;0,010962
5;0,0101469
4;0,0091122
3;0,0129852
2;0,0089802
4;0,0096306
2;0,007886101
3;0,0080325
4;0,0088488
3;0,0467814
3;0,0501006
4;0,0120219
4;0,0460935
3;0,0527883
3;0,0602802
3;0,0170076
2;0,0182868
3;0,0151026
3;0,0171264
3;0,0156654
4;0,0164244
3;0,0174927
2;0,0206124
3;0,0236343
3;0,0236592
3;0,0226824
3;0,0231996
3;0,0225738
3;0,0223938
3;0,0225174
4;0,0165201
4;0,0170868
3;0,0245355
4;0,0224946
6;0,0485106
3;0,0224349
3;0,0255063
4;0,0232905
3;0,0231081
3;0,0229329
3;0,0232509
3;0,0223506
3;0,0234636
3;0,0268356
2;0,0268653
4;0,0256368
4;0,0234
4;0,0247548
2;0,02388
3;0,0261561
4;0,0234111
6;0,0234963
3;0,0245022
3;0,0239649
3;0,0241656
4;0,0260097
4;0,014622
3;0,015276
4;0,0173079
2;0,0172095
3;0,0010905
3;0,0184044
4;0,0168954
4;0,0175725
4;0,0166347
4;0,0162267
4;0,023823
4;0,0174162
5;0,0195123
2;0,0191166
4;0,0192363
3;0,0188292
4;0,0272541
3;0,0195069
3;0,0202023
3;0,0227379
3;0,0200904
4;0,0194634
2;0,0310776
3;0,0212433
4;0,018897
5;0,0204753
3;0,0201243
4;0,0220329
3;0,0269157
3;0,0330363
4;0,0420048
4;0,0367008
2;0,0313827
3;0,0328299
3;0,0238602
4;0,0239034
3;0,0270291
4;0,0240561
3;0,0316473
2;0,0237177
4;0,0093981
3;0,0114339
4;0,0127701
4;0,0118959
1;0,012846
4;0,0130986
3;0,0131202
4;0,0391815
4;0,0416454
3;0,0085746
3;0,0423972
4;0,0450639
3;0,0113187
4;0,0128883
3;0,0118449
4;0,0105228
4;0,010857
2;0,0116076
4;0,0116556
3;0,0117819
3;0,0119295
4;0,013206
4;0,0123627
3;0,0123648
3;0,0513549
3;0,0518847
2;0,0516171
3;0,0535752
3;0,0615435
4;0,057855
4;0,0132414
3;0,011826
3;0,0135021
2;0,0153006
3;0,0138765
2;0,0671733
3;0,0137766
3;0,0141384
3;0,0130272
2;0,0140034
3;0,014115
3;0,0148464
3;0,0136992
3;0,0163656
3;0,0147798
3;0,0138171
3;0,0138657
4;0,0124074
4;0,0143667
4;0,0146466
3;0,0166938
4;0,0147225
4;0,0140841
4;0,0165375
3;0,0107229
2;0,0121608
4;0,0136827
3;0,01095
4;0,0144243
4;0,0142773
4;0,0142632
3;0,0114315
4;0,0117399
4;0,0117939
4;0,0138876
4;0,0130401
4;0,0122133
3;0,0114156
3;0,0109317
3;0,0108183
3;0,0104685
3;0,0113622
4;0,0115572
3;0,010071
3;0,0111141
3;0,0106896
4;0,0115302
4;0,0104976
4;0,0139062
3;0,0096132
4;0,0112815
4;0,0126111
4;0,0102111
2;0,0106668
4;0,0095499
3;0,0169053
3;0,009729
4;0,0109596
6;0,0119232
3;0,0124641
3;0,0146448
4;0,013374
3;0,0535155
4;0,0514422
6;0,0561924
2;0,0440043
3;0,0447543
4;0,0456981
6;0,0451248
3;0,0453048
3;0,0496359
4;0,0455991
3;0,0491034
4;0,074736
4;0,0477582
4;0,049332
2;0,0511398
4;0,0483063
3;0,0487053
3;0,0488487
4;0,048552
3;0,0475494
4;0,0484002
4;0,0547956
4;0,051288
4;0,049827
3;0,0538857
4;0,0153162
3;0,0099465
4;0,0108627
4;0,0187374
3;0,0135813
3;0,0125547
